id,name,nicknames,games,points_avg,total_rebounds,assists,fg_percent,field_goals,per,win_shares
5539,Kevin Francis Joyce,,180,10.6,1.7,3.2,41.0,18.5,10.0,2.8
5540,Harry C. Joyner,,2,0.0,0.5,0.0,-,-,-0.3,0.0
5541,Jeffrey Reed Judkins,,272,5.4,1.6,1.0,47.8,31.5,12.9,6.3
5542,Jonathan Anh Juzang,,18,4.8,2.2,0.4,33.7,23.8,6.5,-0.2
5545,Mfiondu Tshimanga Kabengele,,55,2.6,1.5,0.3,38.3,30.1,10.9,0.4
5546,Edwin John Kachan,,52,2.2,-,0.7,26.8,64.3,-,0.7
5547,George A. Kaftan,,212,7.5,3.1,1.9,37.0,65.0,13.8,8.9
5548,Edward Lawrence Kalafat,,209,7.1,5.7,1.5,34.5,68.8,11.6,5.3
5549,Georgios Kalaitzakis,"
(George)
",13,6.6,1.6,0.9,46.3,38.5,8.6,-0.1
5550,Christopher Zane Kaman,,735,11.2,7.6,1.3,48.9,4.2,14.9,24.6
5551,Francis Stanley Kaminsky III,"
(Frank the Tank, Moose)
",413,8.8,3.8,1.6,43.0,34.9,14.2,15.9
5552,Ralph Kaplowitz,,105,5.6,-,0.5,26.3,74.9,-,5.2
5553,Jason Alan Kapono,,509,6.7,1.7,0.8,44.2,43.4,10.5,10.3
5554,Anthony George Kappen,,59,6.5,-,0.5,23.8,79.5,-,0.7
5555,Sergey Vasiliyevich Karasev,,95,3.0,1.5,0.9,39.5,28.2,8.7,0.8
5556,Coby Joseph Karl,,24,2.4,1.3,1.0,34.5,25.0,9.2,0.0
5557,George Matthew Karl,,264,6.5,1.4,3.0,46.5,22.2,13.2,7.7
5558,Edward I. Kasid,,8,1.5,-,0.8,28.6,0.0,-,0.0
5559,Mario Kasun,,73,2.7,2.6,0.2,46.7,0.0,10.8,0.8
5560,Leo Frank Katkaveck,,107,4.3,-,1.3,31.7,68.5,-,1.9
5561,Robert Alan Kauffman,"
(Horse, Ajax)
",525,11.5,7.0,2.7,47.7,74.9,16.8,31.5
5562,Alexander Kaun,,25,0.9,1.0,0.1,52.9,-,12.5,0.2
5563,Wilbert Kautz,,50,5.1,-,0.7,25.5,53.4,-,0.8
5564,Clarence Leroy Kea,,51,3.9,2.5,0.4,48.5,0.0,13.8,1.0
5565,Michael Joseph Kearns,,6,0.2,0.5,0.8,0.0,25.0,1.0,-0.1
5566,Thomas Francis Kearns Jr.,,1,2.0,0.0,0.0,100.0,-,8.8,0.0
5567,Adam Thomas Keefe,,617,5.0,4.1,0.7,50.2,7.1,12.9,24.9
5568,Harold A. Keeling,,20,2.2,0.3,0.5,43.6,-,16.1,0.1
5569,Trevor Jamaal Keels,,3,1.0,0.7,0.0,25.0,25.0,3.7,0.0
5570,William Curry Keller,"
(Billy, Mickey Rooney)
",556,11.8,2.4,3.6,42.5,33.8,15.0,30.1
5571,Gary J. Keller,,122,6.0,4.5,0.4,38.8,0.0,12.6,3.5
5572,Kenneth W. Keller,,28,0.8,-,0.0,33.3,40.0,-,0.4
5573,Richard Ryland Kelley,,814,7.6,7.0,2.6,48.8,0.0,15.0,42.5
5574,Clark Clifton Kellogg Jr.,,260,18.9,9.5,2.9,49.7,33.8,19.3,20.9
5575,Arvesta Kelly,,188,8.0,2.6,1.8,44.5,25.3,9.9,5.6
5576,Gerard Allan Kelly,,46,5.7,-,0.5,29.1,66.1,-,2.4
5577,Ryan Matthew Kelly,"
(White Raven)
",163,6.0,3.1,1.3,37.8,31.6,10.5,3.0
5578,Thomas Edward Kelly,,27,7.1,-,1.4,33.5,61.6,-,1.4
5579,Gregory Kelser,,305,9.7,4.6,1.3,48.6,16.7,14.2,8.6
5580,Ben Kelso,,46,1.8,0.7,0.4,36.5,68.2,6.8,0.0
5581,Shawn Travis Kemp,"
(Reign Man)
",1051,14.6,8.4,1.6,48.8,27.7,19.1,89.5
5582,Timothy Joseph Kempton,,280,4.5,2.8,1.1,48.1,0.0,9.8,3.3
5583,Frank Edward Kendrick,,24,3.3,1.5,0.3,40.3,81.8,20.3,0.3
5584,Luke Douglas Kennard,,356,9.9,2.8,1.9,45.5,43.7,12.8,17.6
5585,David John Kennedy,,2,6.0,3.5,1.5,41.7,50.0,4.7,0.0
5586,Eugene Kennedy,,333,8.2,5.6,0.9,54.8,100.0,15.2,20.2
5587,Joseph A. Kennedy,,168,5.7,3.6,0.8,37.6,0.0,9.3,0.2
5588,William R. Kennedy,,7,1.7,1.1,1.3,19.0,66.7,3.8,-0.1
5589,Larry Joe Kenon,,752,17.2,8.9,2.2,48.7,14.3,17.0,58.5
5590,William McGill Kenville,,345,7.1,3.5,2.1,36.3,75.8,13.7,13.7
5591,Jonathan Kerner,,1,0.0,0.0,0.0,0.0,-,-15.2,0.0
5592,John Graham Kerr,"
(Johnny, Iron Man, Big Red)
",905,13.8,11.2,2.2,41.8,72.3,16.8,61.8
5593,Stephen Douglas Kerr,"
(Ice)
",910,6.0,1.2,1.8,47.9,45.4,13.1,47.2
5594,John Edward Kerris,,271,7.6,6.3,2.5,36.3,66.2,14.7,17.8
5595,Jerome Kersey,"
(Romeo, Mercy Mercy, Jerome Crazy)
",1153,10.3,5.5,1.9,46.5,20.1,14.9,69.5
5596,Thomas Vincent Kerwin,,13,1.1,1.5,0.1,31.8,-,5.3,-0.1
5597,Alec Christopher Kessler,,210,5.2,3.6,0.4,42.6,41.7,9.6,2.0
5598,Walker Ross Kessler,"
(The Sheriff, Skywalker)
",74,9.2,8.4,0.9,72.0,33.3,21.5,7.1
5599,Lari Arthur Ketner,,25,1.4,1.4,0.1,40.6,-,6.2,0.0
5600,Braxton Key,,14,5.9,3.6,0.8,46.6,28.6,13.9,0.3
5601,Julius Keye,,418,7.6,11.0,1.6,41.8,18.2,10.8,17.8
5602,Randolph Keys,,241,5.2,2.3,0.8,42.5,27.2,10.3,2.3
5603,Viktor Khryapa,,143,4.5,3.4,1.0,44.3,29.2,10.7,2.0
5604,Jason Frederick Kidd,"
(J-Kidd, Ason Kidd, The Engine, The Kidd, Mr. Triple Double)
",1391,12.6,6.3,8.7,40.0,34.9,17.9,138.6
5605,Stanton Justin Kidd,,4,0.0,0.8,0.3,0.0,0.0,-13.7,-0.1
5606,Warren Lynn Kidd,,68,3.6,3.4,0.3,59.2,-,11.3,1.4
5607,Michael Anthony Edward Kidd-Gilchrist,,446,8.4,5.4,1.2,47.4,27.2,13.4,21.0
5608,Irvin A. Kiffin Jr.,,26,3.2,1.5,0.7,33.3,-,3.7,-0.6
5609,John Francis Kiley Jr.,,53,2.3,1.0,1.2,22.7,57.1,3.5,-1.8
5610,Earnest Killum,,4,0.3,0.5,0.0,0.0,100.0,-5.3,-0.1
5611,Carl Dwayne Kilpatrick,,2,1.5,2.0,0.0,50.0,-,22.7,0.0
5612,Sean Redell Kilpatrick,,157,10.3,2.7,1.5,41.3,33.5,13.2,2.6
5613,Thomas Kimball,,571,6.1,6.8,1.0,42.5,57.3,12.1,14.2
5614,Gregory Kevin Kimble,,105,5.5,1.5,0.9,38.6,29.1,8.1,0.1
5615,Stanley R. Kimbrough,,13,1.6,0.5,0.5,40.9,50.0,11.2,0.1
5616,Chadwick Oliver Kinch,,41,2.9,0.8,1.1,36.9,-,7.0,-0.5
5617,Albert King,,534,12.1,4.2,2.2,46.1,26.8,13.1,16.3
5618,Bernard King,,874,22.5,5.8,3.3,51.8,17.2,19.2,75.4
5619,Christopher Donnell King,,103,6.7,3.0,1.1,42.3,38.3,10.6,1.0
5620,Daniel King,,12,1.6,2.1,0.3,31.8,50.0,-,-
5621,Frankie Alexander King,,13,2.1,1.2,0.5,35.7,33.3,11.4,0.0
5622,George Smith King Jr.,,411,10.3,3.9,4.8,38.2,64.2,14.2,31.4
5623,George McZavier King,,5,0.2,1.2,0.0,0.0,0.0,-8.9,-0.1
5624,Gerard King,,126,4.5,3.1,0.7,50.3,-,12.1,3.0
5625,James Leonard King,,607,7.2,2.5,2.3,41.8,78.2,11.8,17.7
5626,Jimmy Hal King,,64,4.5,1.8,1.4,42.9,14.7,10.0,0.0
5627,Louis D’ajon King,,27,4.8,1.6,0.9,41.7,35.1,13.0,0.4
5628,Loyd Harold King,,84,6.0,1.5,1.4,36.5,23.3,7.6,0.1
5629,Maurice E. King,,38,5.9,2.8,3.8,39.8,80.0,8.5,0.0
5630,Reginald Biddings King,,438,8.9,6.2,1.6,51.4,0.0,13.1,24.8
5631,Richard Thomas King,,72,1.9,1.0,0.3,39.3,0.0,10.2,0.2
5632,Ron King,,9,7.1,2.1,1.6,34.3,33.3,13.1,0.2
5633,Ronald Stacey King,,438,6.4,3.3,0.9,47.8,23.5,11.9,10.9
5634,Thomas Van Dyke King,,58,5.1,-,0.6,23.7,63.1,-,2.6
5635,Robert Paul Kinney,,118,9.5,-,1.5,35.3,60.8,-,8.4
5636,Tarence Anthony Kinsey,,109,4.7,1.3,0.5,45.3,32.4,12.4,1.6
5637,Andrei Gennadyevich Kirilenko,,797,11.8,5.5,2.7,47.4,31.0,18.7,75.4
5638,Alex Ryan Kirk,,5,0.8,0.2,0.2,25.0,-,8.5,0.0
5639,Walton Kirk Jr.,,118,7.7,4.0,2.1,30.5,71.8,9.8,7.7
5640,Wilbur Kirkland,,2,3.0,5.5,0.5,42.9,-,6.6,0.0
5641,Corey James Kispert,,151,9.6,2.8,1.1,47.8,39.1,11.2,6.1
5642,James J. Kissane Jr.,,2,3.0,1.5,0.0,33.3,-,5.9,0.0
5643,Douglas C. Kistler,,5,1.6,0.2,0.0,50.0,50.0,12.2,0.0
5644,Curtis Kitchen,,6,1.5,1.5,0.2,50.0,0.0,18.5,0.1
5645,Gregory Fuller Kite,,680,2.5,3.8,0.5,43.8,16.7,6.5,5.6
5646,Kerry Kittles,,507,14.1,3.9,2.6,43.9,37.8,16.0,44.8
5647,Maximilian Kleber,,363,7.0,4.7,1.1,44.7,35.8,12.0,18.3
5648,Joseph William Kleine,"
(Taco Joe, Smokin' Joe from Slater Mo.)
",965,4.8,4.1,0.6,45.3,27.1,10.5,19.1
5649,Linas Kleiza,,409,8.7,3.6,0.8,43.5,33.5,12.4,13.6
5650,Leo Anthony Klier,,113,7.1,-,1.6,28.0,72.8,-,2.6
5651,Louis Herman Klotz,,11,1.4,-,0.6,22.6,33.3,-,-0.1
5652,Duane M. Klueh,,113,8.2,3.0,1.5,36.2,71.9,-,6.0
5653,Lonnie Gene Kluttz,,3,0.0,1.7,0.0,0.0,-,-8.8,-0.1
5654,William R. Knight,"
(Bill, Mooney)
",821,16.9,5.3,2.3,50.7,28.4,18.2,63.9
5655,Robert Fred Knight,,2,3.5,0.5,4.0,42.9,100.0,12.2,0.1
5656,Brandin Adar Knight,,1,0.0,0.0,1.0,0.0,-,-1.2,0.0
5657,Brandon Emmanuel Knight,,451,14.0,3.1,3.9,41.1,35.2,13.7,11.6
5658,Brevin Adon Knight,,729,7.3,2.4,6.1,41.2,13.4,14.9,32.6
5659,Nathan Solomon Kapahulula Knight,"
(Nate)
",108,3.7,2.0,0.4,47.6,26.5,15.6,2.1
5660,Negele Oscar Knight,,276,6.2,1.3,2.8,43.6,26.3,11.3,4.2
5661,Ronald Eugene Knight,,101,4.7,2.8,0.8,43.3,50.0,10.8,0.2
5662,Toby Thomas Knight,,283,12.9,5.1,1.2,51.9,0.0,15.1,15.7
5663,Travis James Knight,,371,3.4,3.1,0.6,43.8,25.9,11.4,7.9
5664,Leonard J. Knorek,,131,6.7,-,1.6,30.3,63.7,-,9.3
5665,Richard W. Knostman,,5,2.6,3.4,1.2,30.0,63.6,17.6,0.2
5666,William Rodney Knowles,,9,1.0,1.0,0.0,28.6,-,-0.6,-0.1
5667,Kevin Knox II,,275,7.5,2.9,0.7,38.5,34.2,9.2,0.3
5668,Bart Kofoed,,111,1.5,0.5,1.0,38.7,18.8,5.8,0.0
5669,Donald R. Kojis,,814,12.2,5.6,1.4,44.6,72.0,14.9,35.8
5670,Christian Junior Koloko,,58,3.1,2.9,0.5,48.0,8.3,11.4,1.7
5671,Milan Melvin Komenich,,64,9.9,-,1.9,28.3,58.4,-,1.4
5672,Howard K. Komives,,742,10.2,2.4,4.0,38.8,83.0,10.7,5.0
5673,Jon Francis Koncak,,784,4.5,4.9,1.0,47.0,22.6,9.8,29.2
5674,John Konchar,,206,4.6,4.0,1.3,48.3,37.4,13.0,10.0
5675,Thomas A. Kondla,,42,3.3,3.0,0.3,40.0,0.0,11.5,0.0
5676,Herbert L. Koper,,54,4.6,1.1,0.8,44.0,83.3,10.6,1.0
5677,Joseph Gerard Kopicki,,118,3.7,2.7,0.7,49.3,27.3,14.2,3.5
5678,Furkan Korkmaz,,293,7.4,2.1,1.2,40.6,35.6,11.3,7.2
5679,Francis Milton Kornet,,89,1.9,1.1,0.3,36.9,26.3,6.2,0.0
5680,Luke Francis Kornet,"
(The Green Kornet)
",217,4.9,2.7,0.9,45.7,32.2,14.7,7.4
5681,Yaroslav Korolev,,34,1.1,0.5,0.4,28.3,25.0,5.6,-0.1
5682,Kyle Elliot Korver,"
(Threezus, Machine Gun, Hot Sauce)
",1232,9.7,3.0,1.7,44.2,42.9,12.8,73.4
5683,Anthony P. Koski,,5,1.2,1.4,0.8,28.6,-,4.9,0.0
5684,Leonard J. Kosmalski,,76,1.4,1.9,0.7,39.8,77.8,10.4,0.6
5685,Andrew Edward Kostecka,,21,6.4,-,0.7,41.8,61.4,-,1.7
5686,Harold M. Kottman,,53,3.1,-,0.3,31.4,46.5,-,1.6
5687,Konstantine Demetrios Koufos,,686,5.7,5.0,0.5,53.4,0.0,15.4,28.3
5688,Thomas William Kozelko,,189,2.2,1.8,0.5,41.9,74.5,7.8,2.4
5689,Ronald F. Kozlicki,,37,2.9,1.9,0.4,33.9,20.7,7.4,-0.1
5690,Arvid Kramer,,8,2.0,1.5,0.4,31.8,-,6.6,-0.1
5691,Barry D. Kramer,,59,3.6,1.9,0.7,33.6,0.0,9.3,0.1
5692,Joel Bruce Kramer,,328,3.8,2.8,1.0,47.9,0.0,10.8,9.1
5693,Steven P. Kramer,,124,8.5,2.5,1.9,42.9,12.5,12.5,4.3
5694,Daniel Joseph Kraus,,13,1.6,-,0.5,14.3,45.8,-,-0.3
5695,Herbert Krautblatt,,10,1.3,-,0.4,22.2,45.5,-,-0.1
5696,Viacheslav Kravtsov,,45,2.2,1.4,0.2,67.2,-,13.6,0.4
5697,James Krebs,,515,8.0,6.2,0.8,40.5,75.5,11.5,12.4
5698,Vit Krejci,,59,3.8,2.2,1.3,40.7,31.1,8.3,0.7
5699,Wayne R. Kreklow,,25,1.2,0.5,0.4,23.4,25.0,-1.9,-0.3
5700,Thomas M. Kron,,224,6.0,3.0,2.7,38.7,36.8,11.4,2.6
5701,Thomas Carl Kropp,,78,2.5,0.8,0.6,44.0,70.2,9.9,0.5
5702,Nenad Krstić,,419,10.0,5.4,0.8,49.4,14.3,13.6,21.5
5703,Larry Krystkowiak,,420,8.2,4.9,1.2,45.7,13.9,12.0,15.6
5704,Stephen Paul Kuberski,,568,5.5,3.8,0.6,41.7,76.7,11.4,11.4
5705,Leo Roman Kubiak,,62,11.5,-,3.2,32.6,81.4,-,0.5
5706,Bruce John Kuczenski,,15,1.9,1.5,0.5,27.0,-,-0.5,-0.4
5707,Frank Carl Kudelka,,228,7.2,3.2,2.1,33.1,70.8,12.9,4.1
5708,John Kuester,,135,3.3,1.0,2.3,42.7,0.0,11.4,2.0
5709,Raphael Eugene Kuka,,52,4.9,-,0.7,32.0,59.1,-,3.2
5710,Toni Kukoč,,846,11.6,4.2,3.7,44.7,33.5,17.3,59.6
5711,Arnoldas Kulboka,,2,0.0,0.0,0.0,0.0,0.0,-10.7,0.0
5712,Jonathan Malangu Kuminga,,137,9.6,3.4,1.4,51.9,35.3,14.2,5.5
5713,Kevin Robert Kunnert,,555,8.3,7.3,1.4,47.6,-,14.6,22.0
5714,Terry D. Kunze,,46,5.0,1.6,1.0,33.9,45.5,5.1,0.6
5715,Mitchell Kupchak,,510,10.2,5.4,0.7,52.3,0.0,16.2,27.1
5716,Charles J. Kupec,,147,4.1,2.1,0.7,42.7,77.2,11.5,1.8
5717,Rodions Kurucs,,131,6.0,3.1,0.9,44.4,32.9,10.0,2.3
5718,Robert Karl Kurz,,40,3.9,2.0,0.5,38.9,39.5,11.8,0.7
5719,İbrahim Kutluay,,5,0.0,0.2,0.0,0.0,-,-12.9,-0.1
5720,Kyle Alexander Kuzma,,406,16.5,6.4,2.5,44.9,33.8,13.9,15.1
5721,Ognjen Kuzmić,,37,0.9,1.0,0.2,52.0,-,7.6,0.2
5722,Mindaugas Kuzminskas,,69,6.2,1.8,1.0,42.6,32.1,12.3,1.1
5723,Fred LaCour,,144,6.5,3.3,1.9,42.1,77.4,11.9,3.4
5724,Raef Andrew LaFrentz,,563,10.1,6.1,1.1,46.6,36.3,16.1,39.4
5725,Thomas Joseph LaGarde,,312,7.6,5.1,1.5,46.2,0.0,11.5,6.5
5726,Jake Glen LaRavia,,35,3.0,1.8,0.6,38.9,33.8,6.7,0.5
5727,Rusty LaRue,,98,5.0,1.3,1.6,37.6,31.8,8.9,0.5
5728,Rudolph Anton LaRusso,"
(Deuce, The Ivy Leaguer With Muscles, Honey Boy, Musty, Brutus, Roughhouse Rudy)
",736,15.6,9.4,2.1,43.1,76.7,15.5,61.4
5729,Zachary LaVine,,555,20.5,4.0,3.9,46.5,38.4,17.4,30.8
5730,Skal Labissière,,148,7.2,4.5,1.0,49.2,35.3,15.0,4.4
5731,Reggie Lacefield,,8,3.0,1.4,0.0,50.0,0.0,12.8,0.1
5732,Edgar Eddie Lacey,,46,5.1,3.9,0.7,44.7,0.0,10.5,0.5
5733,Samuel Lacey,"
(Slammin' Sam)
",1002,10.3,9.7,3.7,44.1,18.8,14.2,50.9
5734,Robert Lackey,,71,5.8,2.3,1.9,43.1,40.0,7.3,-0.1
5735,Wendell Ladner,,300,11.6,8.3,2.1,38.6,25.2,12.5,3.6
5736,Christian Donald Laettner,,868,12.8,6.7,2.6,48.0,26.1,16.9,64.9
5737,Oliver Lafayette,,1,7.0,4.0,2.0,50.0,50.0,12.8,0.0
5738,William J. Laimbeer Jr.,,1068,12.9,9.7,2.0,49.8,32.6,16.1,105.6
5739,Peter Todd Lalich,,1,0.0,-,0.0,0.0,-,-,0.0
5740,Dwight Lamar,,273,16.4,2.7,3.9,41.1,26.7,14.6,5.4
5741,Anthony Miles Lamb,,88,6.2,3.3,1.4,44.7,35.3,10.3,2.6
5742,Doron Emmanuel Calvin Lamb,,100,3.5,1.0,0.8,38.1,39.4,6.3,0.1
5743,Jeremy Emmanuel Lamb,,573,10.1,3.6,1.6,43.9,34.2,15.6,26.8
5744,John Edward Lambert,,446,3.8,3.3,0.6,42.8,8.3,10.4,6.9
5745,Jeffrey Alan Lamp,,291,5.1,1.5,0.9,47.0,22.2,11.5,5.2
5746,Maciej Lampe,,64,3.4,2.2,0.3,40.7,25.0,8.5,-0.2
5747,Jimmy D. Lampley,,1,3.0,5.0,0.0,33.3,-,8.3,0.0
5748,Sean James Lampley,,45,4.5,2.1,0.7,46.3,0.0,13.5,1.1
5749,Jock Landale,,123,5.9,3.4,0.9,51.6,28.9,16.3,4.2
5750,Carl Christopher Landry,,513,10.8,4.9,0.7,53.5,30.0,17.5,35.9
5751,Marcus Landry,,18,2.4,1.1,0.0,37.2,32.1,7.2,-0.1
5752,Mark Walter Landsberger,,437,5.6,6.1,0.5,48.1,0.0,12.8,12.2
5753,Jerome Lane,,218,5.3,5.8,1.5,44.1,6.3,12.6,2.3
5754,Andrew Charles Lang Jr.,,737,6.0,4.8,0.6,47.0,25.0,11.7,28.6
5755,Antonio Maurice Lang,,143,2.3,1.5,0.3,45.5,0.0,8.8,1.7
5756,James Lang,,11,1.0,1.0,0.2,44.4,-,6.6,0.1
5757,Trajan Shaka Langdon,,119,5.4,1.3,1.3,41.6,39.6,12.2,2.9
5758,Andre' Keith Langford,,2,1.0,1.0,0.0,25.0,-,-2.4,0.0
5759,Romeo James Langford,,141,4.6,2.1,0.7,43.0,28.8,8.5,2.0
5760,Daniel Matthew Langhi,,133,3.0,1.5,0.3,39.1,28.9,8.8,0.3
5761,Robert Jerry Lanier Jr.,,959,20.1,10.1,3.1,51.4,15.4,21.7,117.1
5762,Stuart Burrell Lantz,,547,12.4,3.3,2.9,43.5,81.4,13.4,32.5
5763,Nicolás Laprovíttola,"
(Nico)
",18,3.3,0.6,1.6,42.6,37.0,8.4,0.2
5764,York Bruno Larese,,59,5.1,1.3,1.6,37.3,80.6,9.3,0.3
5765,DeShane Larkin,,256,5.5,1.9,2.9,42.2,33.6,11.4,4.4
5766,John Laskowski,,118,7.1,2.4,0.8,39.8,76.0,10.9,2.0
5767,Yann Ulrich Stéphane Lasme,,16,5.2,3.3,0.2,45.1,-,11.7,0.3
5768,David Lattin,,263,7.2,5.1,0.7,47.7,0.0,13.6,6.3
5769,Priest Lauderdale,,74,3.4,1.9,0.4,47.2,0.0,11.3,-0.8
5770,Richard Laurel,,10,2.4,1.0,0.3,32.3,100.0,7.5,0.0
5771,Harry Laurie,,9,1.4,1.7,0.9,25.0,-,0.6,0.0
5772,Walter Henry Lautenbach Jr.,,55,4.3,-,1.3,30.1,69.1,-,-1.3
5773,Joffrey Lauvergne,,208,5.6,3.8,0.9,47.9,28.5,14.3,5.2
5774,Anthony Lavelli Jr.,,86,6.9,2.0,0.7,36.7,85.3,-,4.7
5775,Robert William Lavoy,,264,8.2,6.2,1.5,38.4,70.7,15.1,15.9
5776,Acie Law IV,,188,3.9,1.0,1.6,41.3,23.5,9.9,1.6
5777,Victor Lamar Law,,8,1.9,1.4,0.4,33.3,14.3,3.7,-0.1
5778,Gani Oladimeji Lawal Jr.,,1,0.0,0.0,0.0,-,-,-9.1,0.0
5779,Edmund Lawrence,,3,4.0,1.3,0.3,62.5,-,19.4,0.1
5780,Anthony Randolph Lawson,,15,3.7,1.4,0.1,50.0,40.0,13.9,0.1
5781,Jason L. Lawson,,17,1.5,1.6,0.3,60.0,-,21.5,0.5
5782,Tywon Ronnell Lawson,,551,12.7,2.7,6.0,46.0,35.9,17.2,42.1
5783,Jake Douglas Layman,"
(Sunshine)
",243,4.8,1.7,0.5,46.0,30.0,11.1,3.8
5784,Dennis Layton,,267,6.9,1.3,2.6,44.8,-,11.8,4.4
5785,Caris Coleman LeVert,,392,14.1,3.8,3.9,43.6,34.4,14.5,16.3
5786,Ty Jacob Leaf,,146,3.3,1.9,0.3,49.2,34.1,13.7,2.7
5787,Emanuel Leaks Jr.,,446,11.9,9.0,1.1,44.0,0.0,15.0,14.4
5788,Harold C. Lear Jr.,,3,1.3,0.3,0.3,33.3,-,1.1,0.0
5789,Allen Frazier Leavell,,700,9.5,1.7,4.8,45.0,23.4,14.7,29.9
5790,Jeffrey Brian Lebo,,4,1.5,1.0,0.8,28.6,-,5.8,0.0
5791,Eric Charles Leckner,,449,4.1,3.2,0.5,50.8,0.0,9.8,6.2
5792,Jalen Evander Lecque,,9,1.7,0.8,0.4,26.3,0.0,3.2,-0.1
5793,Ricky Ledo,,28,3.9,1.4,0.8,33.6,37.1,7.0,-0.6
5794,Alfred Lee,,96,8.1,1.4,3.2,45.0,-,13.5,2.4
5795,Clyde Wayne Lee,,742,7.7,10.3,1.1,43.2,61.4,11.9,33.5
5796,Courtney Lee,,811,9.6,2.6,1.7,45.1,38.8,12.2,39.3
5797,Damion Lee,,290,8.2,3.4,1.4,43.6,37.9,11.6,10.7
5798,David G. Lee,,58,6.4,3.2,0.3,44.2,33.3,17.3,1.9
5799,David Lee,,829,13.5,8.8,2.2,53.5,3.4,19.1,76.0
5800,Richard Lee,,2,0.0,0.5,0.5,-,-,30.7,0.0
5801,Douglas Edward Lee,,73,2.3,0.6,0.4,41.2,31.0,11.0,0.7
5802,George C. Lee,,297,7.5,4.2,0.9,37.9,73.4,12.1,6.6
5803,Gregory Scott Lee,,10,2.4,0.5,2.4,52.6,-,11.9,0.1
5804,Keith DeWayne Lee,,182,6.1,4.7,1.0,45.1,16.7,12.2,3.7
5805,Marvin Kurk Lee,,48,1.4,0.6,0.7,26.8,20.0,5.6,-0.1
5806,Malcolm T. Lee,,36,3.9,1.8,1.4,38.2,29.4,9.5,0.4
5807,Rock Alan Lee,,2,1.0,0.5,1.0,50.0,-,1.0,0.0
5808,Ronald Henry Lee,,448,7.3,2.7,3.8,41.6,32.1,12.4,10.7
5809,Russell E. Lee,,97,2.9,1.2,0.7,39.1,68.5,14.0,0.5
5810,Saben Anthonia Lee,,110,5.7,2.1,3.2,42.7,29.2,13.7,3.1
5811,Edward Horst Leede,,121,7.8,2.1,1.9,33.4,71.9,-,5.8
5812,Henry A. Lefkowitz,,24,2.1,-,0.2,19.3,53.8,-,-0.8
5813,Timothy Eugene Legler,,310,7.0,1.6,1.3,44.7,43.1,13.6,12.1
5814,George Lehmann,,376,11.9,1.6,4.5,41.8,36.5,12.8,18.6
5815,Barry Leibowitz,,82,10.9,2.1,3.7,36.7,15.4,9.5,1.5
5816,Walt Lemon Jr.,,11,9.4,2.6,3.2,43.7,50.0,14.7,0.0
5817,Oleksiy Len,,596,7.4,5.7,0.8,50.7,32.7,15.2,21.9
5818,Voshon Kelan Lenard,,565,11.9,2.8,2.1,41.5,38.4,13.8,29.6
5819,Leary Lee Lentz,,148,8.0,6.2,0.8,40.5,0.0,12.0,3.4
5820,Gary Francis Leonard,,31,1.4,1.1,0.1,45.9,0.0,8.6,0.1
5821,Kawhi Anthony Leonard,,628,19.6,6.4,3.0,49.5,38.7,23.4,90.4
5822,Meyers Leonard,"
(Meyers Legend)
",456,5.6,3.9,0.9,48.2,39.0,12.0,15.8
5823,William Robert Leonard,"
(Bobby)
",426,9.9,2.9,3.3,34.9,74.5,10.3,3.8
5824,James Allen Les,,321,3.8,1.2,2.9,39.7,39.6,12.4,8.1
5825,Travis Demetrius Leslie,,10,1.4,0.9,0.5,35.7,-,14.6,0.1
5826,Ronnie Lester,,250,7.3,1.9,4.0,46.9,22.7,13.0,6.3
5827,Clifford Earl Lett,,11,3.5,0.6,0.7,43.2,0.0,3.4,-0.1
5828,Jon Leuer,,377,6.4,3.8,0.8,48.4,32.8,14.5,13.2
5829,Andrew Joseph Levane,,103,4.5,1.3,2.0,31.0,63.3,-4.1,0.8
5830,Lafayette Lever,,752,13.9,6.0,6.2,44.7,31.0,17.8,61.2
5831,Clifford Eugene Levingston,"
(Good News, House)
",830,7.1,5.2,0.9,51.6,15.2,13.8,44.2
5832,Robert Franklin Lewis,,255,5.8,2.1,2.2,38.1,71.2,9.7,1.1
5833,Cedric Lewis,,3,1.3,0.7,0.0,66.7,-,62.7,0.1
5834,Frederick Bott Lewis Jr.,,95,8.4,-,1.4,31.2,76.5,-,0.7
5835,Frederick L. Lewis,"
(Fritz, Fred)
",750,16.0,3.7,4.0,43.2,28.0,15.0,53.8
5836,Grady W. Lewis,,139,5.4,-,0.9,25.2,59.5,-,4.3
5837,Kira Lewis Jr.,,103,5.8,1.4,1.9,40.1,32.1,10.8,1.3
5838,Martin Lewis,,25,3.6,1.4,0.3,47.3,30.0,11.2,0.1
5839,Michael J. Lewis,,337,12.1,11.9,3.0,49.8,0.0,17.6,24.4
5840,Quincy Lavell Lewis,,159,3.6,1.3,0.6,39.7,33.3,6.7,0.8
5841,Ralph Adolphus Lewis,,99,2.3,1.2,0.3,41.4,25.0,8.5,0.0
5862,Robert E. Lloyd,,125,9.0,1.8,1.8,40.7,38.5,13.9,5.3
5842,Rashard Quovon Lewis,"
(Sweet Lew, The Blade, Young Fella, Quiet Man)
",1049,14.9,5.2,1.7,45.2,38.6,16.8,90.9
5843,Reginald C. Lewis,"
(Truck)
",450,17.6,4.3,2.6,48.8,20.0,17.1,38.9
